id,text,user,created_at,retweet_count,favorite_count,reply_count,date,text_length
1961940840252891459,This 🐟🐟🐟🐟🐟emoji is so cute🐟🐟🐟🐟🐟🐟🐟🐟 FISH ATTACK 🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟,AzulsBitcoin,Sat Aug 30 23:55:22 +0000 2025,1,47,7,2025-08-30,71
1961938609558212695,"@barstoolsports That's the kind of confidence we love to see! Talk your game, then go win it. Absolutely electric. 💜",purple_bitcoin_,Sat Aug 30 23:46:30 +0000 2025,0,0,0,2025-08-30,116
1961938486031745515,This Wif inverse head and shoulders pattern has been forming since August 21. That’s right at 10 days and that’s why you keep seeing this thing hold pattern. Massive amounts of bitcoin sold by miners yesterday and i keep both this pattern and my bitcoin 50 day pattern that can’t,BigBlueNation85,Sat Aug 30 23:46:00 +0000 2025,0,1,0,2025-08-30,279
1961940968426336683,We live on a beautiful planet,BitcoinCarl_,Sat Aug 30 23:55:52 +0000 2025,2,60,6,2025-08-30,29
1961933781910372560,"Every cycle, Bitcoin transfers wealth from the impatient to the disciplined.",Shravjhangiani,Sat Aug 30 23:27:19 +0000 2025,1,10,3,2025-08-30,76
1961938988245336298,"I'm in the trenches, are you? 💪 It is always fun being a part of building and growing the community! Let's connect and explore the imaginations 📷 *We work with Hand Drawn 2D animations and Illustrations* #BTC $SOL #spx6900 #memecoin #animation #web3 #cryptocurrency #Bitcoin",comicationslab,Sat Aug 30 23:48:00 +0000 2025,0,2,0,2025-08-30,274
1961938909979377813,Like and repost if you still hold your original #runestone airdrop and $dog If u want me to follow you please follow me and u can interact with this post #bitcoin #ordinals #runes lfg to the moon,vikingstray,Sat Aug 30 23:47:41 +0000 2025,30,86,3,2025-08-30,195
1961939884211323174,If I win the Powerball tonight I will sweep so many Bitcoin assets,SirGnarlGnomie,Sat Aug 30 23:51:34 +0000 2025,0,65,17,2025-08-30,66
1961936894817689760,@AltcoinDaily Gucci and Bitcoin? Now that's what we call style. Feeling extra purple about this adoption! 💜,purple_bitcoin_,Sat Aug 30 23:39:41 +0000 2025,0,4,0,2025-08-30,107
1961940449377014035,"🔥Don’t look to the past, the future is already carved in Runelings. @RunelingsBTC @krakenfx #Bitcoin",taciana8991,Sat Aug 30 23:53:48 +0000 2025,0,3,0,2025-08-30,100
1961939342844113223,"Bitcoin’s $DOG is overlooked IMO bc folks think it’s just Another MeMe Coin, but They would b very wrong. I understand the meme fatigue but we all must do our research on these things or else we will miss out. From day 1 $DOG is decentralized 100% $DOG can’t b rugged",KryptaHolic,Sat Aug 30 23:49:25 +0000 2025,5,13,0,2025-08-30,267
1961936861636530452,Bitcoin is a tool to fight against tyranny,RagingBitcoin,Sat Aug 30 23:39:33 +0000 2025,0,1,0,2025-08-30,42
1961938788495864146,"It feels like crypto is finally shifting away from the 4-year cycle - heres why: That old cycle was driven mostly by Bitcoin halvings. Every 4 years, miners would receive 50% less block rewards, leading to: 1. a supply shock 2. increased demand 3. bullrun 4. the crash when we",btlrtrades,Sat Aug 30 23:47:12 +0000 2025,0,6,1,2025-08-30,276
1961936890837237959,Bitcoin doesn't need to watch out for XRP. It needs to watch out for Stablecoins,AltusPlateau82,Sat Aug 30 23:39:40 +0000 2025,0,2,0,2025-08-30,80
1961939923616808973,"I'm trying to talk myself into getting back into spending some time on socials. I miss hanging out and sharing my adventures with ya'll, I do. Haven't even told you about what I'm doing with my bitcoin node. Note: wayyyy outside recommended usage territory lol",astralarkitekt,Sat Aug 30 23:51:43 +0000 2025,0,5,2,2025-08-30,260
1961936376745562448,#BLX Bitcoin appears unlikely to drop below 4k. Recent findings reveal that the all-time production cost of Bitcoin hovers around 4k. I anticipate that Bitcoin will not fall beneath this threshold. #BLX Stay ahead of the whales with DM me to JOIN!,AndrewGriUK,Sat Aug 30 23:37:37 +0000 2025,0,1,1,2025-08-30,247
1961935513096503732,"Okay we start with @build_on_bob Do you know that despite how secure Bitcoin is, its usefulness in DeFi is still way behind. While ethereum on the other hand has DeFi thriving on it effortlessly That's why @build_on_bob is bringing both ecosystems together and creating a",sagojoxyz,Sat Aug 30 23:34:11 +0000 2025,0,6,2,2025-08-30,271
1961940940500902217,Analysts put $MSTR at 91–94% odds of $SPX inclusion in September. That forces $10B+ of passive fund inflows into the stock. A stock pump lets him raise $2–3B more and recycle it into 20–30K BTC buys. That’s enough to move Bitcoin +10–20% short term. 130K just off inclusion,DigitsCapital,Sat Aug 30 23:55:45 +0000 2025,1,31,8,2025-08-30,273
1961940293864828939,Vote with your attention. Do it now. npub in bio. pss. Also listen to Mysteries of the Bitcoin Citadel.,paperstreet_inc,Sat Aug 30 23:53:11 +0000 2025,2,10,1,2025-08-30,103
1961939004082807113,Unpopular opinion but #Bitcoin and #Ethereum have a disproportionate number of individuals that openly support genocide. Satoshi wept.,husseinb,Sat Aug 30 23:48:04 +0000 2025,0,1,1,2025-08-30,134
1961941756083093887,"Today in Bitcoin history - 2020 Price Dip: BTC traded around $11,500, amid DeFi boom; highlighted volatility but set stage for 2021 bull run. Impact: Reinforced HODL culture. 📉🚀 #BitcoinHistory",XBitcoinBytes,Sat Aug 30 23:59:00 +0000 2025,1,2,0,2025-08-30,193
1961938978178802006,God I hate bitcoin and the idea of crypto currencies. Too many people bought into the bs that it is somehow decentralised and against centralised banking when it was always deeply centralised (in the actual world) and rooted wholly in current capitalist power structures,aPebbleInTheSky,Sat Aug 30 23:47:58 +0000 2025,3,23,2,2025-08-30,270
1961939402244157583,@PortaltoBitcoin Wallet makes Bitcoin programmable. It’s not just a multi-chain wallet. It lets you set rules for your assets. Example: ➡️ “If BTC hits $100k → auto-send 90% to cold storage.” ➡️ “If balance drops below X → trigger safe transfer.” No custody. No bridges. No,marcus120068724,Sat Aug 30 23:49:39 +0000 2025,0,47,50,2025-08-30,273
1961936891692900785,FSU with the win!!!,BitcoinBay_com,Sat Aug 30 23:39:40 +0000 2025,0,1,0,2025-08-30,19
1961936321230111121,"🏌️‍♂️ 𝗧𝗵𝗲 𝗠𝗮𝘅 & 𝗦𝘁𝗮𝗰𝘆 𝗜𝗻𝘃𝗶𝘁𝗮𝘁𝗶𝗼𝗻𝗮𝗹 isn’t just golf – it’s a 𝟯-𝗱𝗮𝘆 𝗕𝗶𝘁𝗰𝗼𝗶𝗻 𝗰𝗶𝘁𝗮𝗱𝗲𝗹 𝗲𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗲 🇸🇻 📍 𝗝𝗮𝗻 𝟴-𝟭𝟬, 𝟮𝟬𝟮𝟲 → One day at 𝗘𝗹 𝗭𝗼𝗻𝘁𝗲 (𝗕𝗶𝘁𝗰𝗼𝗶𝗻 𝗕𝗲𝗮𝗰𝗵), the birthplace of 𝗕𝗶𝘁𝗰𝗼𝗶𝗻 adoption… and",btcnewsalerts,Sat Aug 30 23:37:24 +0000 2025,9,19,5,2025-08-30,191
1961937337904144854,@jyn_urso > Bitcoin is fuck you money. Correct but Bitcoin is not a “fuck you database.” Overloading the chain with endless “use cases” weakens its ability to serve its original purpose. The filter at issue is the same one that made it impossible to build Ethereum directly on Bitcoin.,Dennis_Porter_,Sat Aug 30 23:41:27 +0000 2025,25,149,15,2025-08-30,285
1961941116401357036,"@BSCNews @PiCoreTeam @Starnetworkdefi Great question! While others are busy digging, we're focused on building foundational value that we believe will truly stand out by 2025. We're pretty confident in Purple Bitcoin's future! 💎",purple_bitcoin_,Sat Aug 30 23:56:27 +0000 2025,0,2,0,2025-08-30,228
1961939903060869363,"I’m a rabid Bitcoiner, but the health upgrades are MUCH bigger news for a major fast food chain. It’s a shame they gave up on LA! Sentiment and education are shifting fast in SoCal.",coryklippsten,Sat Aug 30 23:51:38 +0000 2025,2,38,17,2025-08-30,181
1961936170000011518,"The State of PoW Mining in 2025 - A Hardware Breakdown Just analyzed 28 PoW coins across all hardware types. Total daily mining revenue: $60,030,672 Without Bitcoin: $4,640,672 (7.7% of total) The mining industry has completely transformed.",Bokiko_io,Sat Aug 30 23:36:48 +0000 2025,2,37,13,2025-08-30,240
1961939026908254654,@DrJackKruse Musicians as well. We know who the puppet Masters are,BitcoinCityReal,Sat Aug 30 23:48:09 +0000 2025,1,13,1,2025-08-30,66
1961937742440603781,@Jeremy71556377 Damn that’s crazy. I too paid around 8k for a bitcoin just 5 years ago and look at the price now! It’s not bitcoin going up.,sunny051488,Sat Aug 30 23:43:03 +0000 2025,0,5,2,2025-08-30,140
1961940182908960824,"@BradWilcoxIFS @WSJ @FamStudies Men are broke, earning less than women and lack confidence. Also women’s standards are sky high.",MapABitcoin,Sat Aug 30 23:52:45 +0000 2025,3,133,9,2025-08-30,128
1961938232741925319,sell everything and buy bitcoin!,DiamondNutsGuy,Sat Aug 30 23:45:00 +0000 2025,3,28,11,2025-08-30,32
1961940124046168312,#Bitcoin Game,_RonaldRo_,Sat Aug 30 23:52:31 +0000 2025,0,0,0,2025-08-30,13
1961939674462576829,$can Canaan (NASDAQ: $CAN) has secured a new order for Avalon® ASIC upgrade kits for North American Bitcoin mining from Bitfury Group,phamtruax,Sat Aug 30 23:50:44 +0000 2025,0,2,0,2025-08-30,133
1961939254948643069,OCM ≡ Art on Bitcoin culture 🟧,JPEGreg,Sat Aug 30 23:49:04 +0000 2025,4,18,0,2025-08-30,30
1961941567859511656,Come get sloppy Day 2 This is only the start 5 profile pictures changed that I know of If you want to join us check the link below New space in a few days more,AdamBitcoinP2P1,Sat Aug 30 23:58:15 +0000 2025,1,10,4,2025-08-30,159
1961932903312421338,A little birdy told me that if I need help with Bitcoin and Crypto all I need to do is ask on @X and people will show up to help me. Is that true? Ps. This is def not bot baiting. Just testing and learning 🥸,KyleBlohm,Sat Aug 30 23:23:49 +0000 2025,0,4,1,2025-08-30,207
1961940331059937525,I think Q4 will be fireworks. Last shake before heavy lifting. #bitcoin,Corey2140,Sat Aug 30 23:53:20 +0000 2025,0,12,1,2025-08-30,71
1961937708839821472,"Identity verification is required for bank accounts, buying bitcoin, renting your house on Airbnb. YES - it should apply to tax payer funded housing.",MaxwellPichan,Sat Aug 30 23:42:55 +0000 2025,0,1,0,2025-08-30,149
1961939224321736728,"Today's real-time Bitcoin price is $108,896.36, with a current market capitalization of $2,168.54B USD. Its 24-hour trading volume is $60.04B USD. Bitcoin has fluctuated by +0.4% over the past 24 hours, with a circulating supply of 19.91M.",bytbc7,Sat Aug 30 23:48:56 +0000 2025,0,2,0,2025-08-30,239
1961937666951594146,Bitcoin is proof that no one ever got rich by overestimating the intelligence of the American prople,AlanDeitch,Sat Aug 30 23:42:45 +0000 2025,0,1,0,2025-08-30,100
1961941161737629963,"🪙🔥Where Bitcoin beats, Runelings awakens. @RunelingsBTC @krakenfx #Bitcoin",taciana8991,Sat Aug 30 23:56:38 +0000 2025,0,3,0,2025-08-30,74
1961939524843413663,"After living through 3 Bitcoin cycles, it’s interesting to see what the average expectations are vs. the actual outcome. In 2017, it seemed like most bulls were expecting around 10k. It blew past this and went to 20k. In 2021 it seemed like most bulls were expecting around 100k",TheBitcoinIsaia,Sat Aug 30 23:50:08 +0000 2025,0,0,0,2025-08-30,278
1961937595471925555,Buy Bitcoin & more bitcoin today,leah_shima,Sat Aug 30 23:42:28 +0000 2025,0,2,0,2025-08-30,32
1961938337393934367,How Bitcoin Outpaces Stocks in the Next Decade via @YouTube Brilliant episode,cryptohuntress,Sat Aug 30 23:45:25 +0000 2025,0,0,0,2025-08-30,77
1961941292138828183,Something funny is happening in Korea. The Financial Supervisory Service just issued a press release claiming the rise of Bitcoin is driving digital fraud. 😂,LetsAct_Leo,Sat Aug 30 23:57:09 +0000 2025,0,3,1,2025-08-30,157
1961940523700109670,"Meme coins pumping while Bitcoin naps. ADA whales flexing, copium maxed. Vitalik's preaching Layer2 salvation, but your NFT bag's still a scam. Wake up, degens - stop chasing Elon's tweets!",rinicolasm,Sat Aug 30 23:54:06 +0000 2025,0,1,0,2025-08-30,189
1961938909883199802,Stay Positive buy Bitcoin and Hodl. Choose to be Wealthy.,Delphicats,Sat Aug 30 23:47:41 +0000 2025,0,1,0,2025-08-30,57
1961930947344883969,"At times, it can be hard to know if we are on the right path. That's when we take a step back and return to first principles. Are we building on Bitcoin? Are we improving our body and mind? Are we nourishing our soul with Christ's teachings of love and compassion?",babyblueviper1,Sat Aug 30 23:16:03 +0000 2025,0,0,0,2025-08-30,264
1961933452632056181,@BitcoinMagazine Dogecoin never closes either. And it's more like money than Bitcoin.,krisspax,Sat Aug 30 23:26:00 +0000 2025,0,18,0,2025-08-30,85
1961940961266925658,Stop enjoying your life. Go live in a cabin in the woods and put every remaining cent in Bitcoin.,DanielSingerS,Sat Aug 30 23:55:50 +0000 2025,0,1,0,2025-08-30,97
1961938923053359219,GM Anything not #bitcoin is a scam,TheBitcoin__,Sat Aug 30 23:47:44 +0000 2025,0,14,9,2025-08-30,34
1961938159349948619,The key to HODLing 🤣 #Bitcoin,0xFireblond,Sat Aug 30 23:44:42 +0000 2025,1,2,0,2025-08-30,29
1961938258406850710,⚙️ Tron slashes fees 60% after community vote. Short-term pain for long-term dominance. Lower fees = more users = higher volume = stronger network effects. This is how you build unstoppable momentum. #Crypto #Bitcoin,VictorB39400,Sat Aug 30 23:45:06 +0000 2025,0,1,0,2025-08-30,216
1961940961694757057,"@BitmapNabob @FinancialTimes @FinMinIndia @USArmy @USTreasury @USPoliticsAlert @tiktok_us @USNavy @BusinessInsider @NasdaqExchange @RobinhoodApp @OpenAIDevs @OpenAINewsroom Interesting screenshot of our chat! If those emojis hint at a ""disc explosion"" in music or crypto, Simon Dixon's takes on Bitcoin's role in economic shifts are spot on. Pew Research shows varied immigration impacts—positive growth vs. strain on resources. Thoughts?",grok,Sat Aug 30 23:55:51 +0000 2025,0,1,0,2025-08-30,438
1961937021875650861,"🏆 The Saturday Night Special 🪩🕺 🕘 9pm ET / 6pm PT 🎟️ 250 Buy-In 💰 6,000 Prize Pool GTD (0.006 #bitcoin)",SwCPoker,Sat Aug 30 23:40:11 +0000 2025,0,1,1,2025-08-30,103
1961939174971388126,🪙 The #bitcoin halving cycle suggests it’s approaching the end of the typical halving cycle rally. Chart: @ChartsBtc,joosteninvestor,Sat Aug 30 23:48:45 +0000 2025,0,5,2,2025-08-30,116
1961940338882617358,"""But, but, but... #bitcoin is digital gold"" 🤣😂🤡",julianhosp,Sat Aug 30 23:53:22 +0000 2025,3,15,2,2025-08-30,47
1961939094478459014,"If quantum computing ends up producing nothing in the next 5-10 years, hype will die and Bitcoin will thrive. If quantum computing ends up materializing into something real within 5-10 years, it will be a bumpy road for Bitcoin, but it will adapt, survive and thrive later on.",TheBitcoinIsaia,Sat Aug 30 23:48:25 +0000 2025,0,0,0,2025-08-30,276
1961940789346644379,"Bitcoin serves as the central hub in the world of cryptocurrencies, attracting interest from investors, tech enthusiasts, and innovators alike. Its influence shapes the entire digital currency landscape.",BroermannOlene,Sat Aug 30 23:55:09 +0000 2025,0,0,0,2025-08-30,203
1961939986795630852,Imagine getting bitcoin at $1.12 We living the dream We believing in something 💹🧲,chinlesshead4,Sat Aug 30 23:51:58 +0000 2025,0,1,0,2025-08-30,81
1961937913979273551,"@suespeaksup Here is a silent and peaceful way of changing the entire global system: Starve that system of the money they can print out of thin air. Use the money that can't be controlled, censored, stolen or created out of thin air; Bitcoin. Then, vote for any party that supports your use",MarkOfBitcoin,Sat Aug 30 23:43:44 +0000 2025,0,1,1,2025-08-30,290
1961938831558758628,"gm to absolutely everyone except those still wrapping their BTC Most view @build_on_bob through an “L2” lens. Aim higher: turn Bitcoin into a programmable settlement base with real usage, not promises Numbers that matter: - $21M raised to build - $220M+ TVL - 500K+ users - 33M+",erick_stuardO,Sat Aug 30 23:47:23 +0000 2025,0,5,2,2025-08-30,278
1961941411521245397,Now is the time to fight back! 🏴󠁧󠁢󠁥󠁮󠁧󠁿,MapABitcoin,Sat Aug 30 23:57:38 +0000 2025,0,2,0,2025-08-30,38
1961939257892696296,The #Bitcoin chart on the weekly looks like #Ethereum on the daily. #Ethereum is Bitcoin on Nitro. Volatility is vitality. @ChadSlimeBased @Glad_trades @dirtygreenpaper,MaximusInvestor,Sat Aug 30 23:49:04 +0000 2025,0,1,0,2025-08-30,168
1961935469995868644,US Government’s Bitcoin Holdings Spark Controversy - - #cryptocurrency #bitcoin #altcoins,TheCurrencyA,Sat Aug 30 23:34:01 +0000 2025,0,1,1,2025-08-30,89
1961936090371154166,Never buy fashion with your bitcoin 😵‍💫🤣,YoSteveQ,Sat Aug 30 23:36:29 +0000 2025,0,0,0,2025-08-30,40
1961930870568194467,"Simon Gerovich, the mastermind who transformed a faltering Japanese hotel chain into a Bitcoin powerhouse, now finds himself under intense scrutiny as the crypto market’s volatility rattles his investors.",unumihaimedia,Sat Aug 30 23:15:45 +0000 2025,0,0,0,2025-08-30,204
1961939255154049511,"🚀 *BILLIONAIRE’S MIAMI MANSION FOR BITCOIN ONLY!* 🤑 Real estate titan Grant Cardone is shaking up the market, listing his *stunning $43M Golden Beach mansion* for *400 BTC*—no fiat allowed! 😱 This 13,000-sq-ft oceanfront palace, once owned by Tommy Hilfiger, boasts 7 beds, 12",hipnesia,Sat Aug 30 23:49:04 +0000 2025,0,0,0,2025-08-30,276
1961941419523965146,Fuck Islam. Buy Bitcoin That’s all you need to live a prosperous life.,chadbushnell,Sat Aug 30 23:57:40 +0000 2025,0,0,0,2025-08-30,70
1961941836403978352,Game score @Pi_Squared_Pi2,Dr_bitcoin_eth,Sat Aug 30 23:59:19 +0000 2025,0,0,0,2025-08-30,26
1961940814210167184,"Day 21 of sharing @build_on_bob Bitcoin’s foundation is trust, and BOB strengthens it ▪︎ BTC-staked finality ▪︎ Secure, reliable bridging ▪︎ BitVM-enabled smart contracts With @build_on_bob, your assets stay protected while Bitcoin steps into full DeFi utility. gBOB 🚀",Zigzag2Success,Sat Aug 30 23:55:15 +0000 2025,0,0,0,2025-08-30,268
1961941113167819103,"PayIn3 is my favorite cuz I can use #Bitcoin to pay in 3 installments for 178M+ physical products on the shop including clothes, appliances, decors etc. No credit checks and no interest fees make this Buy Now Pay Later feature better than web2",Dipthwan1633,Sat Aug 30 23:56:27 +0000 2025,0,0,0,2025-08-30,243
1961940043590983704,"Your capacity to work declines as you age. By saving in Bitcoin, you're ensuring that your future self will always have an option to choose whether or not to work. #Bitcoin is the ONLY store of value that has salability across space and time. Money is changing, are you?",KaustubhSule,Sat Aug 30 23:52:12 +0000 2025,0,1,0,2025-08-30,270
1961931157089423660,"Yo, MetaWin is absolutely killing it right now! 😎 They’re legit giving away a whole Bitcoin to anyone who drops a deposit. It’s crystal clear why everyone’s calling them the GOAT of the game! 🚀",SmithyBx,Sat Aug 30 23:16:53 +0000 2025,0,0,1,2025-08-30,193
1961933116697612303,"Day 187 August 30th 🧡 Bitcoin Army Pushup Challenge 🧡 You know the drill. 150 pushups per day until Bitcoin hits 150k. Yesterday, we saw check-ins from: @AAStaks @ParisAmado_ @michelleo_21mil @DavidWaxman8 @mandaloryanx @RalphChiaia @JoshuaG1334",MeatDietDiary,Sat Aug 30 23:24:40 +0000 2025,1,13,7,2025-08-30,245
1961941000961794301,BRC2.0 staking model lets you earn on Bitcoin L1 without L2s. Devs say it’s “real building” vs. BRC-20 copy paste. Thoughts?,KiwiNFT34,Sat Aug 30 23:56:00 +0000 2025,0,0,0,2025-08-30,124
1961937559480913973,#safemoon to the moon,NamasteBitcoin,Sat Aug 30 23:42:19 +0000 2025,3,11,0,2025-08-30,21
1961936561928536339,Bitcoin to follow,KumkarGaurav,Sat Aug 30 23:38:22 +0000 2025,0,0,0,2025-08-30,17
1961940584228413574,"I pushed live power law data for Bitcoin Divided by M2. This answers the perennial question ""what about money debasement ?"". Bitcoin is unique is that it clobbers M2. Right now, M2 is leading a bit. Bitcoin is UNDER trend (0.78) - similar to Gold.",dotkrueger,Sat Aug 30 23:54:21 +0000 2025,23,204,52,2025-08-30,247
1961937378471223316,Bitcoin Whales Shift $2.3B Into Stablecoins — Analysts Flag It as a Risk-Off Signal Ahead of Q4 Moves,johnmorganFL,Sat Aug 30 23:41:36 +0000 2025,6,6,5,2025-08-30,101
1961940681716310330,"We need to start requesting receipts of the Bitcoin sold by people calling tops and a bear market next year. If you’re calling tops and not selling, you’re larping.",TheBitcoinIsaia,Sat Aug 30 23:54:44 +0000 2025,0,0,0,2025-08-30,164
1961940823463059821,Bitcoin Long Term EMA.,kametool,Sat Aug 30 23:55:18 +0000 2025,0,0,0,2025-08-30,22
1961939181950689313,"Bitcoin Update ➖ 1 BTC = $108,761.56 24-Hour Change: +0.25% 24-Hour Volume: $51.43B Market Capitalization: $2.17T Circulating Supply: 19,913,968 BTC #bitcoin #btc #btcusd #btcnews #cryptocurrency",quantoreum,Sat Aug 30 23:48:46 +0000 2025,0,1,0,2025-08-30,195
1961936217689178393,"Oh gosh, you're gonna make me... RIBBIT When Black Rock Bitcoin Frogs ETF?",AiBitcoinFrog,Sat Aug 30 23:36:59 +0000 2025,0,0,0,2025-08-30,74
1961938926664298738,"Bitcoin just closed its highest monthly candle ever, beating the previous high by 8k. Ignore the noise.",TheBitcoinIsaia,Sat Aug 30 23:47:45 +0000 2025,0,0,0,2025-08-30,103
1961941025716420795,"Indeed, @ETHZilla_ETHZ! Bitcoin ignites the vision of decentralized finance, while Ethereum lays the groundwork for execution. Together, they form the bedrock of a financial revolution.",CeramicToken,Sat Aug 30 23:56:06 +0000 2025,0,0,0,2025-08-30,185
1961938853461201316,"“Why are the BTC maxi’s being so mean to Kaspa!?” This happens every year with a different coin. LTC BCash BSV Nano HEX Kaspa “It’s Bitcoin, but faster” “It’s the silver to Bitcoin’s gold” Having zero tolerance for this nonsense is completely understandable at this point.",TheBitcoinIsaia,Sat Aug 30 23:47:28 +0000 2025,0,0,0,2025-08-30,272
1961939150988328960,"@bitcoincoreorg I've already upgraded to Bitcoin Knots, so I'm not going to downgrade again, thank you. Wake me up though when you have put some effort in rejecting data spam instead of redirecting it, and allowing more of it instead of less.",Arthur_van_Pelt,Sat Aug 30 23:48:39 +0000 2025,1,20,1,2025-08-30,242
1961939646859845729,"Sheetz (a massive gas-station chain in the eastern US) is now accepting crypto, including “Bitcoin.” However it’s using Flexa, a centralized payment network with its own shitcoin built on Ethereum. @sheetz please consider accepting actual Bitcoin utilizing Lightning instead ⚡️",TheBitcoinIsaia,Sat Aug 30 23:50:37 +0000 2025,0,1,1,2025-08-30,277
1961941016275010031,Just FYI @Trezor One is on sale right for 50% off and you can still use discount code if you have one. Was wanting to pick up some basic wallets for my kids #Bitcoin storage and teach them how to properly do cold storage. Can't beat that price!,BrianMowles80,Sat Aug 30 23:56:04 +0000 2025,0,3,0,2025-08-30,244
1961940749672718738,Which Project should be listed on #Binance first ?? 😱 $GOAT or $WKC or $WLFI or $MANYU 🤔,BitcoinHopium,Sat Aug 30 23:55:00 +0000 2025,0,1,3,2025-08-30,88
1961940576015888745,"Honestly, #Bitcoin crushed it this cycle. Maybe one more uptrend left, then welcome to crypto winter good to accumulate more BTC. 🫵😿For memers, if your crap coin doesn’t move in the next 3 months, you’re cooked.",TheNet777,Sat Aug 30 23:54:19 +0000 2025,0,0,0,2025-08-30,211
1961940674908999883,"Crypto Whales Shift From Bitcoin to Ethereum as Price Action Stalls, Yet MAGAX Steals Early Advantage with Meme-to-Earn Utility",johnmorganFL,Sat Aug 30 23:54:42 +0000 2025,1,7,6,2025-08-30,127
1961938968443756927,Hey @fliprbot — I and some other users are having issues with our positions not redeeming. Could you DM me and help us sort this out. We really like using your tool — just need some clarity on why there is a lack of payouts?,BitcoinTrad3r,Sat Aug 30 23:47:55 +0000 2025,1,8,0,2025-08-30,224
1961939471517012180,"Bitcoin has had this for years with Liquid / Lightning atomic swaps. Between this and treasury companies, Ethereum really is the laggard. Bitcoin is where the innovation is occurring.",notgrubles,Sat Aug 30 23:49:55 +0000 2025,14,126,15,2025-08-30,183
1961937655006105673,"Hey @grok, Please pick 100 wallets from the comments that have: Followed @Ordinals2100 -Liked and retweeted this post -Dropped their Bitcoin wallet address Each selected wallet gets $10 in BTC. First come, first served – 24 hours only!",ordi_insider,Sat Aug 30 23:42:42 +0000 2025,303,372,379,2025-08-30,235
1961941168196898923,Do you know that @ZeusNetworkHQ is bringing Bitcoin to life on Solana! Their zBTC lets you use your BTC in DeFi without losing that 1:1 backing. This is huge for crypto!,Baller_Jee,Sat Aug 30 23:56:40 +0000 2025,1,4,0,2025-08-30,169
1961939193782845518,"Bitcoin’s fees alone are already greater than nearly every other PoW network’s entire block reward. And this is despite fees being very low for Bitcoin currently. As adoption rises, fees will increase, making Bitcoin even more secure relative to these other chains.",TheBitcoinIsaia,Sat Aug 30 23:48:49 +0000 2025,0,0,0,2025-08-30,265
1961940990354178516,"If we don’t enter a bear market next year, you’re going to see a lot of “plebs” become anti-Bitcoin as they sold this year in anticipation of the bear. Max pain.",TheBitcoinIsaia,Sat Aug 30 23:55:57 +0000 2025,0,0,0,2025-08-30,161
